VideoName,extraversion,agreeableness,conscientiousness,neuroticism,interview
_01AyUz9J9I.002.mp4,0.607476636,0.703296703,0.533980583,0.614583333,0.654205607
_01AyUz9J9I.005.mp4,0.598130841,0.582417582,0.572815534,0.645833333,0.654205607
_0bg1TLPP-I.004.mp4,0.560747664,0.747252747,0.601941748,0.53125,0.598130841
_0bg1TLPP-I.005.mp4,0.504672897,0.549450549,0.54368932,0.583333333,0.570093458
_2DSmy36OEM.001.mp4,0.448598131,0.417582418,0.446601942,0.5,0.476635514
_7hGh6VU4IU.000.mp4,0.607476636,0.681318681,0.640776699,0.510416667,0.588785047
_7hGh6VU4IU.003.mp4,0.457943925,0.615384615,0.660194175,0.604166667,0.644859813
_7hGh6VU4IU.004.mp4,0.523364486,0.582417582,0.640776699,0.447916667,0.551401869
_7hGh6VU4IU.005.mp4,0.523364486,0.593406593,0.572815534,0.583333333,0.53271028
_7s27dUoYVg.000.mp4,0.523364486,0.527472527,0.67961165,0.739583333,0.710280374
_7s27dUoYVg.003.mp4,0.626168224,0.582417582,0.669902913,0.552083333,0.654205607
_bOOlidEWgY.001.mp4,0.579439252,0.648351648,0.825242718,0.895833333,0.813084112
_fFmEyvWgfA.004.mp4,0.429906542,0.538461538,0.398058252,0.458333333,0.429906542
_fJcW5234bY.000.mp4,0.570093458,0.582417582,0.601941748,0.625,0.570093458
_fJcW5234bY.002.mp4,0.607476636,0.593406593,0.611650485,0.583333333,0.654205607
_fJcW5234bY.004.mp4,0.691588785,0.593406593,0.563106796,0.635416667,0.654205607
_G3kw9HwCqY.000.mp4,0.551401869,0.428571429,0.446601942,0.447916667,0.504672897
_G3kw9HwCqY.002.mp4,0.373831776,0.461538462,0.475728155,0.34375,0.38317757
_G3kw9HwCqY.004.mp4,0.691588785,0.758241758,0.563106796,0.46875,0.598130841
_G3kw9HwCqY.005.mp4,0.364485981,0.428571429,0.300970874,0.239583333,0.336448598
_g3M_MoFIvA.001.mp4,0.570093458,0.692307692,0.45631068,0.5,0.542056075
_g3M_MoFIvA.004.mp4,0.457943925,0.538461538,0.339805825,0.458333333,0.401869159
_g3M_MoFIvA.005.mp4,0.429906542,0.505494505,0.436893204,0.53125,0.46728972
_GFregyrwfo.002.mp4,0.46728972,0.571428571,0.699029126,0.520833333,0.551401869
_GFregyrwfo.004.mp4,0.46728972,0.615384615,0.776699029,0.59375,0.551401869
_GFregyrwfo.005.mp4,0.411214953,0.67032967,0.941747573,0.71875,0.76635514
_hmiW83i0GY.000.mp4,0.579439252,0.659340659,0.495145631,0.729166667,0.607476636
_hR9AD-eIy8.000.mp4,0.691588785,0.736263736,0.699029126,0.6875,0.728971963
_hR9AD-eIy8.005.mp4,0.570093458,0.703296703,0.776699029,0.708333333,0.672897196
_IS6GFmQYj4.000.mp4,0.588785047,0.659340659,0.446601942,0.65625,0.588785047
_IS6GFmQYj4.002.mp4,0.626168224,0.714285714,0.495145631,0.78125,0.719626168
_IS6GFmQYj4.003.mp4,0.654205607,0.56043956,0.524271845,0.666666667,0.61682243
_IS6GFmQYj4.004.mp4,0.46728972,0.56043956,0.40776699,0.520833333,0.53271028
_kK9tGN883Y.000.mp4,0,0.054945055,0.203883495,0.03125,0.158878505
_kK9tGN883Y.004.mp4,0.121495327,0.241758242,0.145631068,0.072916667,0.158878505
_LWrd9t4oZw.003.mp4,0.682242991,0.582417582,0.611650485,0.645833333,0.598130841
_mtiuHyOFXg.001.mp4,0.392523364,0.67032967,0.805825243,0.75,0.663551402
_mtiuHyOFXg.003.mp4,0.317757009,0.681318681,0.825242718,0.645833333,0.654205607
_mtiuHyOFXg.005.mp4,0.317757009,0.461538462,0.640776699,0.489583333,0.579439252
_plk5k7PBEg.001.mp4,0.682242991,0.868131868,0.708737864,0.833333333,0.831775701
_Py_lytyY5A.005.mp4,0.598130841,0.637362637,0.359223301,0.46875,0.504672897
_Q4wOgixh7E.000.mp4,0.046728972,0.285714286,0.223300971,0.197916667,0.158878505
_QXI4n_FRN4.005.mp4,0.514018692,0.549450549,0.805825243,0.510416667,0.570093458
_RAGzfJnpUE.001.mp4,0.252336449,0.384615385,0.339805825,0.40625,0.196261682
_RAGzfJnpUE.003.mp4,0.355140187,0.362637363,0.417475728,0.333333333,0.317757009
_S_bWJwqsmM.004.mp4,0.429906542,0.450549451,0.300970874,0.364583333,0.299065421
_S_bWJwqsmM.005.mp4,0.420560748,0.505494505,0.339805825,0.354166667,0.327102804
_tOtBfJlWFs.000.mp4,0.429906542,0.461538462,0.504854369,0.5625,0.504672897
_UnoRkHkYB8.003.mp4,0.317757009,0.516483516,0.378640777,0.40625,0.448598131
_uNup91ZYw0.001.mp4,0.635514019,0.758241758,0.67961165,0.760416667,0.747663551
_uNup91ZYw0.002.mp4,0.757009346,0.714285714,0.766990291,0.885416667,0.747663551
_VsE38xSmdM.001.mp4,0.672897196,0.791208791,0.796116505,0.75,0.76635514
_X6_C_Oy9VA.000.mp4,0.46728972,0.648351648,0.514563107,0.5625,0.495327103
_X6_C_Oy9VA.001.mp4,0.570093458,0.494505495,0.417475728,0.635416667,0.46728972
_X6_C_Oy9VA.003.mp4,0.719626168,0.747252747,0.621359223,0.677083333,0.682242991
_X6_C_Oy9VA.004.mp4,0.514018692,0.637362637,0.689320388,0.458333333,0.542056075
_X6_C_Oy9VA.005.mp4,0.579439252,0.736263736,0.504854369,0.489583333,0.551401869
_YYBXI2mXv4.000.mp4,0.523364486,0.67032967,0.805825243,0.541666667,0.570093458
_ZAqTHlu2ts.001.mp4,0.102803738,0.175824176,0.13592233,0.15625,0.130841121
_ZAqTHlu2ts.004.mp4,0.336448598,0.428571429,0.466019417,0.322916667,0.38317757
_ZAqTHlu2ts.005.mp4,0.299065421,0.340659341,0.213592233,0.25,0.355140187
_zI6qgTJOSA.005.mp4,0.429906542,0.417582418,0.300970874,0.3125,0.299065421
_ZjEr8ybbFM.000.mp4,0.457943925,0.450549451,0.40776699,0.46875,0.392523364
_zs9K5Gtkwo.002.mp4,0.121495327,0.318681319,0.495145631,0.291666667,0.299065421
_zs9K5Gtkwo.003.mp4,0.38317757,0.527472527,0.572815534,0.416666667,0.439252336
_ztmNiy8D3c.000.mp4,0.177570093,0.274725275,0.27184466,0.28125,0.196261682
_ztmNiy8D3c.001.mp4,0.373831776,0.461538462,0.310679612,0.291666667,0.373831776
_ztmNiy8D3c.003.mp4,0.420560748,0.362637363,0.359223301,0.385416667,0.308411215
0_xOGmydDN0.001.mp4,0.485981308,0.615384615,0.650485437,0.583333333,0.626168224
0_xOGmydDN0.002.mp4,0.46728972,0.395604396,0.427184466,0.395833333,0.38317757
0_xOGmydDN0.003.mp4,0.514018692,0.505494505,0.475728155,0.541666667,0.579439252
0_xOGmydDN0.004.mp4,0.485981308,0.615384615,0.524271845,0.572916667,0.53271028
01qN-BqJXRM.005.mp4,0.429906542,0.417582418,0.359223301,0.489583333,0.327102804
04oq2yrBwMg.001.mp4,0.411214953,0.417582418,0.291262136,0.416666667,0.373831776
04oq2yrBwMg.004.mp4,0.224299065,0.318681319,0.330097087,0.333333333,0.280373832
05l5bteT_qA.000.mp4,0.61682243,0.571428571,0.621359223,0.635416667,0.579439252
05l5bteT_qA.001.mp4,0.644859813,0.571428571,0.504854369,0.59375,0.542056075
0axZSeaUbfs.002.mp4,0.373831776,0.395604396,0.291262136,0.375,0.327102804
0axZSeaUbfs.004.mp4,0.355140187,0.582417582,0.378640777,0.333333333,0.439252336
0axZSeaUbfs.005.mp4,0.345794393,0.450549451,0.417475728,0.416666667,0.289719626
0C6i34q2-f8.000.mp4,0.364485981,0.43956044,0.40776699,0.34375,0.327102804
0C6i34q2-f8.001.mp4,0.373831776,0.417582418,0.349514563,0.333333333,0.420560748
0C6i34q2-f8.003.mp4,0.504672897,0.516483516,0.466019417,0.489583333,0.476635514
0D7W2pR4RpQ.004.mp4,0.542056075,0.538461538,0.504854369,0.4375,0.495327103
0dIqLMMn4jY.000.mp4,0.355140187,0.307692308,0.155339806,0.1875,0.14953271
0fMw9o1v2tY.001.mp4,0.345794393,0.384615385,0.368932039,0.40625,0.429906542
0fMw9o1v2tY.002.mp4,0.280373832,0.351648352,0.330097087,0.333333333,0.327102804
0fMw9o1v2tY.003.mp4,0.224299065,0.461538462,0.291262136,0.364583333,0.252336449
0FVu7VKIg2s.000.mp4,0.392523364,0.483516484,0.417475728,0.489583333,0.392523364
0G9vplL8ae8.001.mp4,0.401869159,0.318681319,0.359223301,0.40625,0.289719626
0G9vplL8ae8.003.mp4,0.401869159,0.516483516,0.40776699,0.46875,0.411214953
0gv5Z0qt2jc.000.mp4,0.14953271,0.252747253,0.291262136,0.260416667,0.224299065
0gv5Z0qt2jc.001.mp4,0.186915888,0.131868132,0.233009709,0.197916667,0.205607477
0gv5Z0qt2jc.002.mp4,0.168224299,0.285714286,0.330097087,0.25,0.196261682
0gv5Z0qt2jc.003.mp4,0.205607477,0.230769231,0.242718447,0.25,0.23364486
0gv5Z0qt2jc.004.mp4,0.186915888,0.197802198,0.252427184,0.229166667,0.186915888
0gv5Z0qt2jc.005.mp4,0.224299065,0.164835165,0.310679612,0.28125,0.224299065
0hWbtuRVUgM.001.mp4,0.542056075,0.747252747,0.601941748,0.614583333,0.663551402
0hWbtuRVUgM.005.mp4,0.588785047,0.593406593,0.776699029,0.708333333,0.635514019
0iQIfGnKflc.001.mp4,0.429906542,0.461538462,0.514563107,0.645833333,0.457943925
0iQIfGnKflc.002.mp4,0.429906542,0.582417582,0.611650485,0.572916667,0.588785047
0iXXdsO95O0.000.mp4,0.560747664,0.747252747,0.611650485,0.541666667,0.626168224
0kg6pmbSN6A.000.mp4,0.242990654,0.351648352,0.281553398,0.197916667,0.214953271
0kg6pmbSN6A.001.mp4,0.224299065,0.373626374,0.194174757,0.25,0.242990654
0kg6pmbSN6A.002.mp4,0.38317757,0.428571429,0.349514563,0.302083333,0.429906542
0kg6pmbSN6A.005.mp4,0.392523364,0.472527473,0.417475728,0.375,0.411214953
0LqfKzp11kg.000.mp4,0.46728972,0.582417582,0.242718447,0.520833333,0.439252336
0MB91ku0eEw.003.mp4,0.598130841,0.802197802,0.572815534,0.552083333,0.607476636
0mym1CooiTE.000.mp4,0.523364486,0.725274725,0.67961165,0.520833333,0.579439252
0mym1CooiTE.001.mp4,0.504672897,0.692307692,0.699029126,0.6875,0.682242991
0mym1CooiTE.003.mp4,0.719626168,0.626373626,0.601941748,0.697916667,0.76635514
0mym1CooiTE.004.mp4,0.644859813,0.659340659,0.59223301,0.677083333,0.710280374
0n2vWTs6XwA.001.mp4,0.289719626,0.417582418,0.427184466,0.364583333,0.271028037
0ObEtA6Q8vU.002.mp4,0.682242991,0.78021978,0.611650485,0.708333333,0.654205607
0ObEtA6Q8vU.003.mp4,0.579439252,0.56043956,0.650485437,0.635416667,0.663551402
0ObEtA6Q8vU.005.mp4,0.504672897,0.703296703,0.59223301,0.520833333,0.551401869
0QTR0WiJSNk.001.mp4,0.53271028,0.637362637,0.611650485,0.604166667,0.61682243
0RLFM1ehSFM.000.mp4,0.495327103,0.703296703,0.611650485,0.791666667,0.635514019
0tse0Fsy_rg.001.mp4,0.317757009,0.32967033,0.262135922,0.4375,0.261682243
0tse0Fsy_rg.002.mp4,0.327102804,0.417582418,0.300970874,0.260416667,0.252336449
0tse0Fsy_rg.004.mp4,0.299065421,0.296703297,0.27184466,0.260416667,0.205607477
0u56Q_QmxIM.002.mp4,0.336448598,0.56043956,0.825242718,0.53125,0.61682243
0u56Q_QmxIM.004.mp4,0.345794393,0.648351648,0.737864078,0.520833333,0.588785047
0uCqd5hZcyI.000.mp4,0.53271028,0.373626374,0.417475728,0.552083333,0.420560748
0uCqd5hZcyI.005.mp4,0.448598131,0.450549451,0.660194175,0.572916667,0.514018692
0VnZngec8sc.001.mp4,0.551401869,0.725274725,0.514563107,0.677083333,0.747663551
0VnZngec8sc.003.mp4,0.61682243,0.692307692,0.611650485,0.6875,0.635514019
0VnZngec8sc.004.mp4,0.448598131,0.538461538,0.524271845,0.489583333,0.560747664
0Wr69VD_oXI.004.mp4,0.579439252,0.692307692,0.572815534,0.614583333,0.626168224
0zJcYnsh55g.003.mp4,0.560747664,0.659340659,0.504854369,0.572916667,0.53271028
0ZK5jQAvhFo.004.mp4,0.551401869,0.626373626,0.40776699,0.520833333,0.429906542
117jrwvl2Nc.000.mp4,0.738317757,0.659340659,0.621359223,0.822916667,0.635514019
117jrwvl2Nc.004.mp4,0.644859813,0.67032967,0.640776699,0.802083333,0.691588785
12Ezy1y1cWY.001.mp4,0.205607477,0.395604396,0.359223301,0.364583333,0.38317757
12Ezy1y1cWY.005.mp4,0.317757009,0.56043956,0.417475728,0.291666667,0.420560748
12Hbl_oZF9c.001.mp4,0.495327103,0.549450549,0.572815534,0.604166667,0.504672897
12Hbl_oZF9c.003.mp4,0.53271028,0.472527473,0.601941748,0.65625,0.485981308
12lqQE6oPNE.001.mp4,0.53271028,0.362637363,0.427184466,0.541666667,0.495327103
13kjwEtSyXc.000.mp4,0.420560748,0.483516484,0.485436893,0.510416667,0.514018692
13kjwEtSyXc.002.mp4,0.242990654,0.461538462,0.504854369,0.375,0.392523364
13kjwEtSyXc.004.mp4,0.476635514,0.516483516,0.533980583,0.614583333,0.523364486
13KtmgntgQw.002.mp4,0.523364486,0.648351648,0.757281553,0.5625,0.663551402
13XlKeC_p3U.000.mp4,0.560747664,0.78021978,0.805825243,0.770833333,0.785046729
13XlKeC_p3U.001.mp4,0.635514019,0.824175824,0.766990291,0.854166667,0.794392523
15yOT2ZolPE.002.mp4,0.420560748,0.384615385,0.417475728,0.59375,0.457943925
176vWywoq9E.000.mp4,0.392523364,0.549450549,0.262135922,0.5625,0.373831776
176vWywoq9E.001.mp4,0.570093458,0.67032967,0.446601942,0.552083333,0.607476636
176vWywoq9E.002.mp4,0.345794393,0.428571429,0.310679612,0.364583333,0.373831776
176vWywoq9E.004.mp4,0.560747664,0.637362637,0.368932039,0.635416667,0.514018692
184MlJCcboQ.000.mp4,0.626168224,0.483516484,0.563106796,0.510416667,0.598130841
186c7kCyCHQ.005.mp4,0.514018692,0.604395604,0.475728155,0.40625,0.457943925
19cplBTXyoY.002.mp4,0.635514019,0.747252747,0.495145631,0.6875,0.672897196
19pTUX8KfYM.000.mp4,0.411214953,0.56043956,0.601941748,0.59375,0.504672897
1AMp8Y_0UGc.000.mp4,0.560747664,0.626373626,0.475728155,0.635416667,0.551401869
1AMp8Y_0UGc.002.mp4,0.644859813,0.615384615,0.427184466,0.510416667,0.429906542
1AMp8Y_0UGc.004.mp4,0.495327103,0.505494505,0.388349515,0.458333333,0.429906542
1cqwKxx6GF8.001.mp4,0.345794393,0.549450549,0.40776699,0.364583333,0.439252336
1cqwKxx6GF8.004.mp4,0.523364486,0.549450549,0.417475728,0.510416667,0.53271028
1cqwKxx6GF8.005.mp4,0.411214953,0.648351648,0.475728155,0.447916667,0.53271028
1CYzbX8AaP8.001.mp4,0.317757009,0.626373626,0.388349515,0.541666667,0.411214953
1CYzbX8AaP8.003.mp4,0.373831776,0.538461538,0.32038835,0.489583333,0.429906542
1DCnIad1Y0w.002.mp4,0.14953271,0.362637363,0.310679612,0.197916667,0.158878505
1dOaM7zWPo8.000.mp4,0.46728972,0.483516484,0.368932039,0.583333333,0.439252336
1eOvtoZCie8.000.mp4,0.61682243,0.758241758,0.466019417,0.65625,0.61682243
1eOvtoZCie8.002.mp4,0.598130841,0.67032967,0.59223301,0.572916667,0.53271028
1eOvtoZCie8.004.mp4,0.495327103,0.593406593,0.533980583,0.5625,0.542056075
1eOvtoZCie8.005.mp4,0.635514019,0.615384615,0.572815534,0.614583333,0.61682243
1fsFL_qNYlQ.001.mp4,0.523364486,0.549450549,0.650485437,0.479166667,0.495327103
1fsFL_qNYlQ.005.mp4,0.588785047,0.67032967,0.650485437,0.770833333,0.672897196
1-GgVRmAEoo.002.mp4,0.682242991,0.758241758,0.689320388,0.729166667,0.682242991
1-GgVRmAEoo.003.mp4,0.598130841,0.604395604,0.708737864,0.447916667,0.504672897
1-GgVRmAEoo.004.mp4,0.607476636,0.681318681,0.737864078,0.708333333,0.607476636
1Gn4GX8miWQ.000.mp4,0.429906542,0.516483516,0.640776699,0.552083333,0.61682243
1Gn4GX8miWQ.001.mp4,0.439252336,0.527472527,0.621359223,0.635416667,0.588785047
1Gn4GX8miWQ.002.mp4,0.551401869,0.637362637,0.67961165,0.6875,0.672897196
1Gn4GX8miWQ.003.mp4,0.663551402,0.626373626,0.757281553,0.65625,0.747663551
1Gn4GX8miWQ.004.mp4,0.429906542,0.626373626,0.708737864,0.677083333,0.663551402
1Gn4GX8miWQ.005.mp4,0.420560748,0.692307692,0.718446602,0.541666667,0.514018692
1hpZ2ecWqtI.002.mp4,0.570093458,0.472527473,0.466019417,0.458333333,0.420560748
1hpZ2ecWqtI.003.mp4,0.588785047,0.692307692,0.514563107,0.677083333,0.607476636
1hpZ2ecWqtI.005.mp4,0.644859813,0.549450549,0.378640777,0.479166667,0.53271028
1izSTcQI7H4.000.mp4,0.439252336,0.67032967,0.601941748,0.520833333,0.560747664
1izSTcQI7H4.004.mp4,0.23364486,0.648351648,0.242718447,0.40625,0.336448598
1jC4vsQsjwM.002.mp4,0.542056075,0.681318681,0.631067961,0.65625,0.598130841
